sepal_length,sepal_width,petal_length,petal_width,species
6.197371322408986,3.143114944139313,0.8300302141701392,1.8055908933162814,versicolor
5.689388559063052,3.2243138105472937,2.6211249586832093,0.46226774065789955,virginica
6.318150830480554,3.433220497270111,3.7094386594927298,1.8956847360845281,versicolor
7.0184238851264205,3.4215208208139614,3.7845650687765358,2.2845102870439606,virginica
5.612677300221331,2.4489322528171638,2.8898821513373614,1.5307479225789606,setosa
5.612690434440656,,4.821129878225498,2.701436650046453,versicolor
7.063370252405913,,1.7782832271113302,0.5809686407171415,virginica
6.413947783322326,,3.443716926961672,0.2042762373508663,virginica
5.424420491252038,,3.9165321370814183,-0.22297619912342292,setosa
6.2340480348687715,,4.625989901305749,2.3968354491913466,versicolor
5.42926584575003,,4.980906780560002,1.723492525083246,virginica
5.427416197143795,3.4542262560722397,1.6756442346918354,1.1555322632716358,setosa
5.993569817252827,3.3816007053972807,0.9385944926758798,1.4239749010558562,virginica
4.2693758042737615,3.2605565005223194,5.999818279417317,0.2996087621612987,versicolor
4.420065733989573,2.8738923021438616,4.2981652215632655,3.156601583693461,virginica
5.350169976607222,3.303587688197307,,1.303376945580182,virginica
4.98973510373246,2.6908699141849715,,1.2875158356839143,virginica
6.051397866076219,2.9052725573039964,,1.7806132991189534,virginica
5.073580739583031,2.805854580868359,,1.5848073853893705,setosa
4.670157038931767,3.032749655754529,3.8215332665381965,1.3791072194233052,setosa
6.972519015137243,3.9258634266694035,7.409346264787577,0.5676204356437504,versicolor
5.6193789596107715,2.2530939229633007,6.8596135163977685,1.5771746857087965,setosa
5.8540225637503385,3.2745040761498054,3.2518645327376676,2.7056195971800268,setosa
4.660201451029234,2.3549136515241393,5.44882771171784,2.2763360369239822,versicolor
5.364493820379853,2.8112272536842267,4.861676709253266,2.4745493013115176,setosa
5.888738071767893,3.4355802387869465,6.163536803558228,0.7910274588550519,setosa
4.879205138062158,3.025712007638185,1.963137770955812,0.4083161437931352,versicolor
6.100558414676537,2.5689020888282776,4.934892627997191,1.0993704639202815,versicolor
5.3194890480649555,2.713878516296013,5.605164076329258,1.2445799298309557,versicolor
5.566645000165378,3.2718390995738704,0.5342689244383942,2.075353214776759,virginica
5.318634710216482,2.7078533473131454,1.570134677201605,-0.15397170377185554,virginica
7.28182254760715,3.08658343583279,0.02938208003181897,2.423640255568491,versicolor
5.789202220209653,3.0182287359615256,3.215067697999796,1.0735936811368085,versicolor
4.953831256835279,2.739359860957673,4.991576060432733,0.8584951440420638,versicolor
6.458035929682551,3.8575776357301303,6.404242693772851,0.3903164997918659,virginica
4.8233250800231815,3.2535676089272045,3.8333706047555953,-0.12388533749261565,virginica
5.967090876003804,2.1899429653369573,6.631507982028325,1.8585364671695317,setosa
4.2322639008961795,3.074581725907771,1.2158173752131956,1.258654373750723,setosa
4.737451160881255,2.735285414092645,0.6339116091607218,0.16803128020715685,versicolor
5.957488988695299,3.3409733339184897,3.6000141419860863,0.16393698234910703,virginica
6.390773263996328,2.68299170462692,4.391317808090753,0.9313722405678974,virginica
5.9370946249519765,2.9541054234132402,3.6411494534306326,2.535217220231514,virginica
5.707481374089407,3.201994911592183,-0.021395780071777892,0.9923269189091162,versicolor
5.559117043528569,3.3463020776680485,3.539583928876981,-0.0025143624944850007,setosa
4.617182407706058,2.5198814371776894,1.3519548990912642,1.0034055487312445,versicolor
5.224124633284233,2.8661995056636207,4.905410587894069,0.9818211442018636,setosa
5.431488983232169,2.8100218755356177,4.359876842974327,-0.9575093143532574,setosa
6.645697780975133,2.7386683069705153,2.008216384610761,1.1565641067857502,versicolor
6.074894631654769,3.7061816961124388,2.7750395487939516,1.0152523758330576,setosa
4.389567875709813,3.161992684384382,1.7934156605998872,1.7569650918507347,setosa
6.059267175515836,2.4956464182659817,3.587177624908291,2.6791648759562765,virginica
5.491934175666946,3.3671447788219107,5.419256176902229,2.1012520236382057,setosa
5.258462399755233,3.8488624788050534,1.9256931165960214,0.9848890475561355,versicolor
6.289341031072694,3.412986104220459,4.607283727932121,0.31477927300666364,versicolor
6.624799617996761,2.3922520136183945,2.7455362869296067,3.2586878425998886,setosa
6.545024095292959,2.806306370853499,2.2728289019277805,1.2473747472115906,virginica
5.128625981421889,3.506764459674649,3.507345352081796,1.211143433530357,virginica
5.552630099319028,2.7169322137524876,1.8365638196451268,1.1806999303119974,setosa
6.065010745122851,3.1775277712584913,2.7034312503750724,1.3584678086142838,setosa
6.580436101697887,3.309853621371735,1.5438197933400728,1.084511670460846,versicolor
5.416660609723768,2.629227811368767,7.236505239249501,0.7410703944958109,setosa
5.651472818668946,2.97618985757528,3.7634743935491115,0.7625128470076863,virginica
4.914932020795177,1.7034930639723709,2.440494085613346,1.1737973838272013,setosa
4.843034700735463,2.590244943466284,4.085163839321599,0.7652601830929879,versicolor
6.450020657915358,2.898972739442736,3.4978095105565066,0.6297233738582685,versicolor
6.884992022856658,2.50088672721406,3.3022547208401987,1.2851441821535174,versicolor
5.742391902735733,3.6529645215726543,4.805500060078166,0.9960182260633157,versicolor
6.602826318313619,2.4279434488157468,5.06351387808515,2.403194390866151,versicolor
6.089308820038108,2.8239822053212063,2.7450979343010506,-0.9207758467144098,setosa
5.2839041963159,3.0522962309144366,2.663527166839576,2.0732054815379692,setosa
6.089116484406731,3.5765093156264465,3.204906945127041,2.1968681539981034,setosa
7.030429253172775,2.4256551395282244,-0.44345809652405244,-0.45871218592651974,setosa
5.771339168712038,3.465265500861984,0.9726560880426058,0.9258499247357209,versicolor
7.051714924651205,3.0040932244078347,6.160373681400145,0.9028473072033667,virginica
3.704203916728204,2.6073965395808196,6.660941884302311,0.07399064422574297,setosa
6.457522003500179,3.1848413897053085,3.251735128798519,0.5777466499272996,virginica
