tiny,huge,normal,negative,target
6.205455805703083e-09,203567645755.857,0.5150546263523341,-507908.4817419124,22.032739343758255
8.621909475463401e-09,954558387033.2582,-1.7442421269392874,-13513.58491567208,10.321664887899962
3.5273491781352444e-09,918529750610.2408,0.2519253633090828,-721732.6174488912,58.50351687186619
6.572488836132171e-09,47087801753.01716,-0.8927695258571692,-604582.1251758921,48.854246644025714
3.566966942129869e-09,338879140302.6877,1.392164005221382,-312810.6907213199,52.419627106330736
6.210473871645136e-09,405208038823.0388,0.3262697829283802,-185207.1472700088,66.69354175572171
8.859598675603443e-09,239090633212.47678,0.8962839601306067,-582608.7933855237,26.714406987064933
2.3904406583681496e-09,628910009698.4767,0.02116814441485975,-690331.4392675778,91.06649953838884
4.101992256859688e-09,640416708569.5767,-0.06605499889747726,-62175.13784073293,43.567206612229036
9.933325444654492e-09,850519177905.7642,1.495844917653247,-322855.7104732974,12.908619514246178
8.698714579669661e-09,740895181458.3793,0.9727743966250163,-880978.8145281634,74.22987567339443
5.6899345931724e-09,542619069633.25903,0.11785865224754775,-931072.1907932295,64.31043526178503
5.214613159357326e-09,653621411367.4154,-0.1996664261373981,-516450.6327594817,31.574340248403708
2.917543784816342e-09,274061382664.8638,-1.7071747255308698,-779910.1540427937,62.15187240340485
5.220373334165941e-09,593096884348.361,0.3245675348741399,-746015.5006084999,21.986195636897687
8.496996832971478e-09,489278332024.4443,-0.12610396931971468,-122308.69886433065,44.48393593405295
6.883227681450028e-09,133431132869.63876,0.5539560470822761,-910434.0652497136,89.94125221673252
2.9714358789620675e-09,242620022155.31244,0.8578188415347864,-284636.60013522557,13.353423316074942
2.0944928184299765e-09,291764281376.51385,1.232921095047247,-728858.0177616654,38.6696449987462
2.7255645162686086e-09,924317136095.8527,0.33699291089440425,-239672.5389240837,82.11424247203473
1.7806160937889828e-09,230463600721.95084,-1.0463604651282052,-277589.3379478399,96.94908994061781
1.046842890634788e-09,289314978429.38617,-2.149313550918133,-992608.1059476084,45.39261364217959
4.2494481269763444e-09,369417194676.42334,-0.8246998603567915,-490865.09621381375,50.699962014334744
1.2216660835428504e-09,663776364351.5245,1.3334884995050678,-860680.656941436,57.21719617837697
1.8019343214983333e-09,118326568632.89331,1.8234914692994408,-133773.8356483538,93.23481416337108
5.518514374960913e-09,953949817972.5267,-0.23790075176917547,-128414.9887234763,85.82067909770298
1.72953280962579e-09,865584662972.755,-1.4609592542823513,-581654.6108520494,17.060112462164433
7.324096975659382e-10,577258351401.6493,-0.6484135750028399,-555604.8259445379,43.6757817847075
3.2421496152760637e-09,674070463638.2142,1.137805822697871,-696717.3638784123,46.40004281964263
2.2811590763574788e-09,16758805197.09157,-0.5910131735271067,-283394.4176462679,78.90961116487567
5.20152136114433e-09,339010880870.9138,0.5891239476675142,-641338.9956349039,60.28928826054353
1.1134341373737723e-09,795680664638.3759,0.16855830129803526,-732207.7932698408,65.4220462029013
7.542530798061483e-09,77575225495.00665,0.710003259037054,-567769.3727265513,99.81999076656176
9.071711842407873e-09,282385602827.29913,1.8180109989470379,-908512.5731000596,7.496004347001306
7.460008222166326e-09,585338298651.4779,0.5897814755343384,-253397.54195900087,22.3009823533733
5.3749876702738034e-09,256487386396.1719,0.14691627663792947,-987403.6113246143,40.78959373715468
8.620611435709963e-09,933984576347.1047,1.9283735658089192,-355515.5829644676,34.77824030488872
6.979691959836925e-09,131145524941.20993,0.3495521016250613,-817135.6561096543,2.164556134698359
2.0445611225687956e-10,797414618471.9878,-0.7929474973316006,-767596.1861896331,9.177760647117584
4.001492512467581e-09,507997897037.2176,0.6874652897694855,-364368.6369919587,68.09532914035762
8.52442380412732e-09,750355742742.374,0.4474555421329706,-7057.527160558617,87.93244633625606
3.524002693955166e-09,310784256778.6163,-0.3079023422705998,-222283.28864493838,51.42270112659776
4.486302179026827e-10,514538153351.80756,-0.5175860524662734,-774160.5936162402,53.9191079513633
7.487178421667497e-09,856849666188.204,-0.2982594873149079,-823975.4209836213,25.50934328323794
8.040178875800398e-09,466931411313.1921,-0.5318893575017567,-133767.9959651999,76.78763636337113
1.689877580928755e-09,359783889924.0786,-0.2657598187128918,-555816.4962624437,75.17945873672564
5.419670918747494e-09,536201770714.1108,-0.8427966022418615,-862947.3342246474,58.83656892176566
2.0003588460576853e-09,717391016761.0632,0.3861546881598157,-137789.4388894852,21.266428651134284
7.220420748537054e-09,443618989163.9529,0.3112013139588193,-183908.46317809145,9.701821823708945
2.7883495062571085e-09,938883087444.7588,0.34520177722946915,-16094.620009200298,6.4238575857125895
3.230529713376968e-09,295016329459.9378,-0.06236933943665402,-90257.2230310028,59.26960666428778
8.465211451037004e-09,475516059808.50354,-0.17766325602506206,-148210.51312979695,82.50353191428
4.815591286848353e-09,756951966575.5073,1.4420057976535152,-947425.6547633946,85.83304317809248
6.730569067060655e-09,689152178386.7086,0.0674058868378028,-895584.7349172515,46.36220743434498
4.08349320215243e-09,863654688311.9144,1.2637668460554767,-431017.3746790715,78.4271299306717
3.050267886218179e-09,996809499763.0408,-0.9964159831663135,-468521.2851974254,94.68801963410236
6.292232798204148e-09,426915642962.21,0.5891778342013787,-542037.2434736791,27.5170112488068
1.633089983380331e-09,111239764695.33351,-0.7347030366600157,-603211.0713747412,39.79603463807572
3.792698372111944e-09,30512839219.88718,-0.5561519282933344,-568789.946346156,93.14789925966807
2.169466670120631e-09,726904218449.1576,-0.4119058399275515,-430702.63516313885,33.823096731728484
6.988370172713381e-09,874026269941.5848,-0.47459896860377837,-997923.4844764364,91.38762903217963
9.447667499626465e-09,220790514685.82422,-0.46960465648185074,-739291.486575922,98.10448622544658
9.955558583357078e-09,158532192386.18698,1.2172750898905649,-481720.7975910096,66.18107285744247
4.5577404233717485e-09,62298871016.538414,0.0454111731176399,-277784.62354245246,81.68902895041683
2.6000508574008004e-09,822720651425.0347,0.22505538920960913,-825843.481761296,74.95455642210852
4.484010766804809e-09,311450801698.5951,-0.4571599635514496,-453119.3730937408,69.95342576155238
8.487967158630966e-09,401756723070.5005,0.8569393037181088,-285541.0305739022,30.693107298123255
2.139456217665195e-09,502799916590.45135,0.3550562782389196,-555372.7867137532,5.709433790794371
9.525746951363945e-09,839469288886.1298,-0.30892864434973827,-972918.8934110826,34.30517325196506
3.4844711111016952e-09,650868138239.3287,-1.5842838926266432,-550732.2908025217,66.69359852039067
9.85945622855802e-09,615103123394.8256,0.21629645840187064,-703555.4087007346,10.252919822780138
8.402227986586225e-09,175754532745.91513,0.5756795225354583,-70351.3219482794,1.1917982978242092
8.104848288059165e-09,513238572720.65875,-0.9788478383233464,-875386.7389350584,13.969237260293866
3.2472562703555077e-09,715409479076.9374,-0.29539461869916234,-347524.6969687233,71.57359264107953
1.8689439828450172e-10,973263556942.1887,0.5371605014609561,-947280.2863852652,97.2793701656444
3.8831157973772796e-09,201486168582.4309,-1.5709280571217674,-553830.0083577413,98.30646996148205
3.0879127596606676e-09,9642398731.919922,-0.6488521834098897,-446021.0667594066,49.39791491401879
4.702302050470932e-10,75393903455.1099,0.3769089416264014,-702045.3666380658,86.93523009923474
5.103116039408704e-09,375914879935.46106,1.10501843885161,-544924.8195552512,73.6826455751504
4.090009981699093e-09,820562593281.2125,2.1857798122711674,-836446.3690236071,50.104023698460345
6.382109030641096e-09,7241367560.068221,1.9586547683670905,-695876.4546558133,57.276053295508675
6.249744589721424e-09,456784919826.5517,0.1437694823160094,-378894.29619612196,13.722714661687107
1.2953916953771334e-09,329297692279.8604,-0.48422688148195236,-698200.2459389007,93.7661460616592
9.771958906653563e-09,52576461928.7176,0.9231222677708861,-100257.82133420673,35.19297707317768
1.9506211514703247e-09,450291263043.95,-0.5435929237236573,-371593.6707659679,44.61492564571695
4.508212845170576e-09,254823232465.98517,-0.7620952849456515,-561351.4202130339,67.16602309978987
4.932363679993976e-09,351949645863.5718,-0.30526605236510046,-961243.1032027531,33.39024715265539
8.149321692419789e-09,705644743253.8146,-0.43067330017710687,-500452.16434366396,25.425916098893055
1.0823730013370032e-09,521598828812.576,0.4126306230658756,-235224.52265115292,63.10493932702206
4.343578364164465e-09,124734964249.91405,-0.6024016221343611,-734442.6675451844,2.498408228184945
6.322171485338419e-09,961418398969.5967,0.08512205729781484,-193227.2371248023,72.07251120266788
2.2300406540781502e-09,635947174633.1674,1.5949534514053203,-748193.4857558846,51.402336987650976
6.311932197784121e-09,765891838819.9653,0.12214071407404775,-176254.4357955875,60.57537305209344
9.244281891741562e-09,79305228693.36998,1.5167422881217778,-914731.7436566642,63.188015924688514
9.975429498609483e-09,47153673622.07289,1.202056601065949,-133817.15731467935,52.70501564925637
4.212656602276896e-10,19546105563.044365,0.5920402367006328,-500814.04825312045,58.253377744073596
2.4323234596223075e-09,188875148370.6671,-0.3541527899385204,-703462.7069173276,68.37882008898745
3.172040446337805e-09,414466956878.72327,1.0405079773491042,-734887.0146981017,75.31188471796742
4.051348394405165e-09,935832550789.4825,-0.2499749186380738,-567989.8730801963,72.74523912861206
2.4983458600891977e-09,457113953299.84973,-0.002009655026961095,-951.5009458531858,86.96164577322617
