feature_a,feature_b,feature_c,color,class
0.5019231584770683,0.26810003398523485,0.27227268608563915,red,class_C
0.6569078789606734,2.650988427871934,-0.8989239901389205,red,class_C
-1.0025835897440492,1.1466823001173643,-1.3287951085156418,blue,class_D
-0.04284805559538902,-0.9014839425788614,-0.2391270601019611,red,class_A
0.18646087513565981,1.0015622797633879,-0.9447082092724077,blue,class_C
-0.23782061760609857,-0.8968617812506808,0.41155791725364266,red,class_D
-1.734362825253474,-2.895218311854685,1.2986974003169174,green,class_B
2.7686920482590542,-0.02041214326612865,2.5975834027057627,red,class_B
0.8358292378282252,1.563201459592985,0.33806691213965,blue,class_C
0.4205840470203958,1.3974479604369414,0.6459721628195371,blue,class_A
1.3138856210139793,0.3772351690926547,-0.5993173432941277,red,class_D
0.6441922110388413,-0.5417294132498943,-0.5373767742215448,green,class_C
-0.6772028800797005,0.48644968391264654,1.2840562465409393,red,class_B
1.24978275781769,-0.2691601703109106,-0.2763278001467779,red,class_A
0.852216006578015,-0.5136556919693108,0.07294737860578242,red,class_D
-0.6392858173140586,1.062002202305571,1.2229756701283345,green,class_C
0.7900146682850447,-0.526035779710593,-0.2686271718865897,blue,class_D
-0.24057003217608117,1.127236556476076,1.5004204376881485,green,class_A
0.20847819979861298,-0.5921859619638129,0.573029336051405,blue,class_A
0.5996504669132261,2.0584919548228893,0.45539817097821494,blue,class_B
1.36849770130496,-1.6406344402851192,-0.6481891470673439,blue,class_A
-0.6459959851270541,-0.9567693317045679,0.5091259950501051,green,class_C
0.3649621806522634,-0.15536773419032274,-0.4290459478662464,red,class_D
2.0157262262311955,-1.984043903188063,0.46940885619570477,red,class_A
-0.17604749602695166,-2.570986142755166,-0.1018250657604289,red,class_A
0.1965567776995822,-1.9754076169106085,0.9668095709841192,red,class_C
2.014230474477988,-0.2920892103110081,-0.03177117279675531,red,class_D
0.6374774719491045,-0.26671000988411303,2.037857550236697,green,class_D
-1.4739802791611158,0.3329994812328657,-0.27554697839572595,green,class_B
-0.7954776521543648,-0.19700148177634239,-0.5345747620235102,green,class_B
0.689579214365443,0.2995164645108491,0.3461137868012538,green,class_D
0.42300490789047507,-0.45021641443840227,1.0778710558274733,green,class_C
0.16257986673881944,0.7148157574716811,1.0700984848272739,green,class_C
2.1612241831664645,0.594310003173522,0.16678144440249737,green,class_B
-0.6174871561583948,-0.32669261985751913,0.33908916080478513,red,class_A
-0.07441382343203615,0.5330114346723904,0.3405380573724234,blue,class_C
-1.9631102094382356,-0.1906459359486694,-1.0778728136281253,green,class_A
1.160659888800972,-1.5223259153931055,1.0240734417660968,blue,class_C
-0.79885230106258,0.9044966413826214,-1.2578564321206673,green,class_D
1.057136768800929,-0.9068160465984293,-1.075998675784792,green,class_B
0.9520301314373013,0.8938239551417672,0.05502708452146511,red,class_A
2.3490992587877786,0.32402677211702346,-0.3198597341455416,blue,class_A
0.6492755765312118,-0.08452230901712275,0.7961573993754496,red,class_D
-0.3560866243201088,-1.876993395451086,0.4473526726701808,red,class_C
0.4536229599970921,1.5397455574144439,0.13820138707069227,blue,class_A
-0.7592528478285878,-0.3631138613540884,-1.1255339959720503,red,class_C
0.31916017750890896,0.6345635871555829,0.026560104863402045,green,class_D
-0.2009025055423723,-0.11397412337078112,-0.0525114691214164,green,class_B
-0.07033844967187146,-0.27143533556238797,0.22218673690217,green,class_A
-0.8983664879275637,0.19280783839698937,-0.4300380054276379,green,class_C
0.30044605976277644,0.026572283441846933,0.5228175379935431,green,class_A
0.8242300256860687,-0.2669927901757878,-0.34656103770686697,red,class_C
-1.652096794671727,-0.05531455861215256,0.42911346512911225,red,class_C
-0.6885926532651374,0.4270646562717101,0.7960475740857511,green,class_C
0.16804716918027035,0.49781917675829457,-0.5345954986523739,green,class_D
-2.347316641213414,0.04335721274392945,-0.7721584701814851,red,class_B
1.7402644337129187,0.620936989814439,0.4763661564693391,blue,class_A
-0.711110814553055,-0.4240698044430865,-1.3210996807144295,red,class_B
-0.9380875187584282,2.2248863809964554,1.1116647548920622,red,class_C
-0.20734227625678847,1.4855886080077807,0.010962617116974948,red,class_C
0.1373728387982237,0.7624429948316113,-0.11475840189836517,red,class_B
-0.7564728979523375,-1.9415804938370504,0.546015918351226,red,class_B
0.980413665988927,0.606019138854982,0.48395452042209675,blue,class_A
