x1,x2,x3,target
-0.16287312099157975,-64.95182109038315,-881.788358248691,0
-1.0519149250556892,41.05616152269435,381.45263022652625,1
0.0864254187861911,-51.993323449254035,457.5724445131518,0
-0.21417453713550041,-49.20700709486458,-906.0540178037204,0
-0.0833936211288835,18.17646831997632,856.1035004576963,0
-3.1878114760401433,-170.9309645207811,-817.7187211106449,1
0.6826360835687055,-83.85931529638637,-428.1989324575952,1
-0.3146636173467809,-50.355662581737256,344.779625597409,0
-1.3481535740182657,-20.240198863134417,-660.2548111910473,0
0.922563516848142,7.695399022554521,-889.1682231155112,1
0.6363657277529304,150.06497897330416,-337.70702167170043,1
-0.32732019627485626,90.83361610810947,531.943149710358,1
-1.1521693795200187,-76.93100244919347,-172.64264202947936,0
0.17803073467937236,-26.132905945146785,305.94584381587856,0
0.12310608458760919,-32.943913709212346,159.23819445627328,0
0.9243342829917818,-51.41525165207437,-955.5630359488392,0
-0.44373551486049023,27.25158258209099,977.0799740914133,0
1.194922134864996,-185.97795529709083,-917.1438223612245,1
-0.5402530033357673,88.07143880064838,935.6054752969701,0
-1.345831784542422,169.35507907153553,99.72835672879637,1
-1.1322827554772812,-26.984054067181685,926.3180541301331,1
-0.06241153913561554,-28.93644251178287,-770.4928011723291,0
-0.06551450905873228,15.704424720867143,-19.182961628973544,1
0.32786114075077594,101.93859769602102,-660.9918162678828,0
-0.09037403111844128,-32.42937168172423,-898.0502459551152,1
0.9773185160643294,93.39451661017365,235.05823012462315,0
-0.2610940984625762,48.84946724532428,-584.4331580766171,0
-1.996276264871416,236.16114440046903,175.39403657509183,1
-0.1210966884657939,-32.8662015162296,-775.2710361020288,0
-2.0067786877664813,-197.60004477208338,-336.02705713459443,1
0.27139098099769776,-143.2939120685514,563.2651161064944,0
1.0571929989849158,1.1928237400157102,-125.89695631562472,0
-0.9862244862825192,102.78820940207515,255.49082979467266,0
1.4185566863918506,-65.25091404207238,294.915881491092,1
0.8428312447284311,-23.09324498753301,687.5100879745873,1
1.2064801554150546,68.48427373315756,-350.1544111867174,0
0.18956385643463108,-96.52326008784577,374.591125165035,1
-0.9927651757518205,-61.12693991948179,923.2316140923313,0
0.7808154278141377,-116.77266876102608,460.48666871573596,1
-0.6246009067683401,117.8228092882562,-20.25904656451098,1
0.11788450610335514,154.16728117963672,261.4348889838584,0
-0.17135099280361862,-157.94149894930604,479.3657955262163,0
1.1246958567968959,-14.21854989882232,224.55153138774494,0
0.7303270059233291,140.7258975064945,-966.6483730203217,0
-0.08056579831237083,39.86951836222378,-610.4530046255484,0
-1.9516071935401529,-48.92392329990946,620.936434430932,1
-0.6352274665292011,-154.61621196108987,-454.6987053750306,1
0.704222289484417,115.29445518228643,463.1242391222679,0
0.2801102610465844,36.051521494449744,-255.7595695166026,0
-1.5032219344128614,-147.29863877417554,43.768656315886346,0
-1.8065879724688891,118.98910538749907,-864.0534003611926,1
0.1955091501574566,-160.04035617578697,-637.5488779005809,0
-1.057057167715776,-22.048615416741157,914.3939270384692,0
-0.960796460837577,-26.461470337212916,780.276106893828,1
